City,Country,Continent,Population (2024),Population (2023),Growth Rate,Population Change
Baixada Santista,Brazil,South America,0.03341328292075575,0.033459345002575525,0.2998204667863555,17325
West Yorkshire,United Kingdom,Europe,0.03279070625026004,0.032934917956399606,0.26929982046678635,13809
Can Tho,Vietnam,Asia,0.032692947413528045,0.031193893655277357,0.8491921005385997,73743
Zhuhai,China,Asia,0.032458051215675826,0.031870049149816115,0.526032315978456,40544
Leon De Los Aldamas,Mexico,North America,0.03229476233451842,0.03211465745623157,0.38240574506283664,25686
Quanzhou,China,Asia,0.03219296114926333,0.031326124737512256,0.6265709156193896,50739
Matola,Mozambique,Africa,0.0320362720207967,0.030843791161106273,0.7468581687612208,62630
Datong,China,Asia,0.031998845923246144,0.03142756040179821,0.5224416517055656,39981
Sharjah,United Arab Emirates,Asia,0.030858326161372917,0.0302529195043424,0.5457809694793536,41341
Madurai,India,Asia,0.03085043395711354,0.030346731725894787,0.5080789946140036,37633
Raipur,India,Asia,0.03082829728662993,0.02986777111156157,0.6768402154398564,54294
Adana,Turkey,Asia,0.030430414696285293,0.030391046414590676,0.3429084380610413,20743
Santa Cruz,Bolivia,South America,0.03040550062987765,0.029958292638408813,0.4919210053859964,35618
Palembang,Indonesia,Asia,0.03032138128203991,0.029911866420610455,0.4775583482944345,34252
Mosul,Iraq,Asia,0.0301843814157674,0.02918788616302365,0.6983842010771993,55671
Cixi,China,Asia,0.029973959300810104,0.029101532849469588,0.6535008976660682,51168
Meerut,India,Asia,0.029846474078000115,0.0293465250702673,0.5152603231597845,37598
Gaziantep,Turkey,Asia,0.029780559048001077,0.02953571259335701,0.42190305206463197,28302
La Laguna,Mexico,North America,0.02959161362825832,0.02887450233727076,0.599640933572711,45543
Batam,Indonesia,Asia,0.029041964224995578,0.02798464364408899,0.7360861759425494,58005
Turin,Italy,Europe,0.029030414657786736,0.029460026615138777,0.177737881508079,3783
Warsaw,Poland,Europe,0.028857831124923173,0.029338599980519086,0.15978456014362658,1935
Jiangmen,China,Asia,0.028803328167285255,0.02854321164783073,0.4344703770197487,28958
Varanasi,India,Asia,0.028571731845778412,0.028156938934358982,0.49371633752244165,34622
Hamburg,Germany,Europe,0.028523141166592634,0.02906448511158088,0.13824057450628366,-240
Montevideo,Uruguay,South America,0.028360429763795676,0.028704592800662,0.21005385996409337,6967
Budapest,Hungary,Europe,0.02833370076539807,0.02880484929934529,0.16337522441651706,2339
Lyon,France,Europe,0.02816881694400707,0.028342397003449527,0.2746858168761221,13207
Xiangyang,China,Asia,0.028111701584262388,0.027835575173946126,0.44524236983842014,29612
Bucharest,Romania,Europe,0.02797976152838613,0.028759136065399708,0.050269299820466795,-8865
Yichang,China,Asia,0.02772072123527351,0.026972809867170013,0.6319569120287254,46856
Yinchuan,China,Asia,0.027709694148486026,0.027119437738739902,0.5691202872531419,41108
Shiraz,Iran,Asia,0.027298612052759855,0.027239081913727637,0.3680430879712747,21796
Kananga,DR Congo,Africa,0.027187681209615875,0.025689384087253433,0.9407540394973071,74274
Srinagar,India,Asia,0.027154297460588412,0.026617222881823697,0.55475763016158,39225
Monrovia,Liberia,Africa,0.02709553216267104,0.02606172619314009,0.7540394973070018,57345
Tiruppur,India,Asia,0.026999203272355377,0.02603849937301297,0.7253141831238779,54689
Jamshedpur,India,Asia,0.026962327154195716,0.026529004841270052,0.5152603231597845,35461
Suqian,China,Asia,0.026846996475924558,0.025703808299044294,0.8025134649910234,61359
Aurangabad,India,Asia,0.026818287551719718,0.026208957358739255,0.5870736086175943,41894
Qinhuangdao,China,Asia,0.026775526654077456,0.026142403058327785,0.5960502692998204,42766
Stockholm,Sweden,Europe,0.026662120903674442,0.026666281655386165,0.3464991023339318,19538
Anshan,China,Asia,0.02649294724303444,0.02637650856414266,0.39497307001795334,23953
Glasgow,United Kingdom,Unknown,0.026347065209598935,0.026612040037663102,0.2459605026929982,10059
Xining,China,Asia,0.02626267087206575,0.02574869885931359,0.55475763016158,38473
Makassar,Indonesia,Asia,0.02625860102457311,0.025926643175494066,0.48114901256732495,31836
Hengyang,China,Asia,0.0261783590314412,0.025618414771445896,0.5745062836624776,40158
Novosibirsk,Russia,Asia,0.026164554548729676,0.026520915216786584,0.2118491921005386,6745
Ulaanbaatar,Mongolia,Asia,0.02610551426111685,0.025913836888599894,0.4272890484739677,26736
Onitsha,Nigeria,Africa,0.02598314384664221,0.024563418048977822,0.9317773788150808,71531
Jilin,China,Asia,0.025949815095553833,0.025808479813123644,0.40754039497307004,24916
Anyang,China,Asia,0.02594085043148221,0.025083484924669417,0.6983842010771993,51028
Auckland,New Zealand,Oceania,0.025924213554907562,0.025930098404934463,0.3500897666068223,19550
Tabriz,Iran,Asia,0.025518823745877186,0.025587783888232216,0.3267504488330341,17291
Phoenix,United States,North America,0.025476282839991277,0.025579776531116375,0.31418312387791747,16036
Muscat,Oman,Asia,0.02546764816355419,0.025302096742914258,0.42190305206463197,25848
Calgary,Canada,North America,0.02516119964694623,0.025008511930303966,0.4183123877917415,25410
Qiqihaer,China,Asia,0.02508926234261687,0.024894571626138475,0.43626570915619395,26949
N Djamena,Chad,Africa,0.024902571838376786,0.02371173141437569,0.8527827648114902,63294
Marseille,France,Europe,0.024355039855769003,0.024677687422613833,0.22980251346499103,8158
Cordoba,Argentina,South America,0.024086374923315685,0.024241725219094453,0.2998204667863555,14286
Jodhpur,India,Asia,0.02406954555395423,0.023553311886779043,0.5780969479353681,38778
Kathmandu,Nepal,Asia,0.023968266849120495,0.023127249189830962,0.718132854578097,50632
Rosario,Argentina,South America,0.023731748212065123,0.02376032400618826,0.3536804308797128,18945
Tegucigalpa,Honduras,North America,0.023627802107185538,0.023045393159040594,0.6122082585278277,41236
Ciudad Juarez,Mexico,North America,0.023485467440821323,0.02343720520859933,0.3877917414721724,21772
Harare,Zimbabwe,Africa,0.023461158351743668,0.023322442230757554,0.4254937163375225,25073
Karaj,Iran,Asia,0.02345593354753014,0.02374694184772069,0.2459605026929982,9403
Medina,Saudi Arabia,Asia,0.023344975205416615,0.02317005564345367,0.44165170556552963,26405
Jining Shandong,China,Asia,0.02326212081017794,0.02308748662881052,0.44165170556552963,26403
Abu Dhabi,United Arab Emirates,Asia,0.02318845107076725,0.02301725771931164,0.44165170556552963,26285
Munich,Germany,Europe,0.022947092615071985,0.023275494986297548,0.2315978456014363,8091
Ranchi,India,Asia,0.02293966789329487,0.022475911017860135,0.5691202872531419,36979
Daejon,South Korea,Asia,0.022870040502407273,0.02330346589129124,0.18850987432675045,4269
Zhangjiakou,China,Asia,0.02249652199907939,0.02217187824956102,0.5134649910233393,31951
Edmonton,Canada,North America,0.022482580021520145,0.022398853916848097,0.40933572710951527,23167
Mandalay,Myanmar,Asia,0.022356249755431042,0.022053660042278846,0.5044883303411132,31161
Gaoxiong,Taiwan,Asia,0.022248013811302456,0.022630601091457623,0.2118491921005386,6186
Kota,India,Asia,0.02223104694709328,0.021640540744504323,0.6337522441651706,41673
Natal,Brazil,South America,0.02217453656467858,0.022148432049786896,0.3859964093357271,21097
Nouakchott,Mauritania,Africa,0.022057198461630647,0.020959449207907845,0.8635547576301617,60188
Jabalpur,India,Asia,0.022025794638410413,0.021786592744500812,0.48114901256732495,28883
Huainan,China,Asia,0.02168477991708456,0.02152736826910336,0.44703770197486536,25935
Grande Sao Luis,Brazil,South America,0.02161366758184154,0.021827945807962077,0.2854578096947935,12388
Asansol,India,Asia,0.021560429576802684,0.021317997818488792,0.48653500897666074,29048
Yekaterinburg,Russia,Asia,0.02152987822163834,0.021940350454598505,0.20107719928186715,5242
Gwangju,South Korea,Asia,0.021528008291709293,0.02198817521764655,0.17953321364452424,3430
Yiwu,China,Asia,0.021331308162554883,0.020722574034049476,0.6535008976660682,42429
Chaozhou,China,Asia,0.02119048593951563,0.02107846266641043,0.4326750448833034,24330
Gwalior,India,Asia,0.020866493080338045,0.020494857960453746,0.5511669658886895,33830
Ganzhou,China,Asia,0.020844246413976256,0.02007425233222503,0.7342908438061041,48359
San Antonio,United States,North America,0.02080453790195347,0.02089892784778914,0.3429084380610413,16842
Homs,Syria,Asia,0.02061232010483487,0.01962866484669312,0.8384201077199281,56174
Niamey,Niger,Africa,0.020520336051707302,0.01945875531008436,0.8779174147217235,59025
Mombasa,Kenya,Africa,0.020491874618228368,0.01954549253802069,0.8240574506283663,54827
Allahabad,India,Asia,0.02044025905239266,0.02022436285569119,0.48473967684021546,28194
Basra,Iraq,Asia,0.02021504249182023,0.019757413277031743,0.599640933572711,37032
Kisangani,DR Congo,Africa,0.020169861684858018,0.019079283365669896,0.8976660682226213,60118
San Jose,Costa Rica,North America,0.020140905269927272,0.020137625627754865,0.3913824057450629,20471
Amritsar,India,Asia,0.020086182320532994,0.019856792257126988,0.49551166965888693,28722
Taizhou Jiangsu,China,Asia,0.020007260277939237,0.01972138017001045,0.5224416517055656,30790
Chon Buri,Thailand,Asia,0.019872762817895306,0.019924635412964634,0.3680430879712747,18487
Jiaxing,China,Asia,0.019823484664470915,0.01912280280314538,0.718132854578097,45935
Weihai,China,Asia,0.019686237307472498,0.01924162430445683,0.599640933572711,36611
Hai Phong,Vietnam,Asia,0.01962364965278839,0.019067738511746025,0.6535008976660682,40676
Ottawa,Canada,North America,0.019291489599655976,0.019457521299569933,0.31956912028725315,14383
Zurich,Switzerland,Europe,0.019065393072058106,0.01930258442386956,0.28904847396768407,11811
Taian Shandong,China,Asia,0.019025849553852597,0.018878249341641683,0.4685816876122083,25847
Queretaro,Mexico,North America,0.0188857973019606,0.018807225180922395,0.43626570915619395,23344
Joao Pessoa,Brazil,South America,0.01883924154652115,0.01903628495485606,0.3087971274685817,13298
Kaifeng,China,Asia,0.01882103722868245,0.018390074782134076,0.6050269299820468,36201
Cochabamba,Bolivia,South America,0.018717228618650588,0.0184445906244159,0.5296229802513466,30438
Konya,Turkey,Asia,0.018696521894583307,0.0186470231936938,0.42369838420107725,22303
Liuyang,China,Asia,0.01866536556208898,0.017711670646213467,0.8617594254937164,55279
Liuan,China,Asia,0.018640396497742236,0.017836552510273548,0.7881508078994615,49817
Rizhao,China,Asia,0.018604345348668925,0.018198007901177368,0.5960502692998204,35325
Kharkiv,Ukraine,Europe,0.01839521568528023,0.019015032551552024,0.11310592459605028,-2074
Dhanbad,India,Asia,0.01827295526668377,0.01815736782156888,0.45960502692998206,24756
Nanchong,China,Asia,0.018222962140051206,0.017822704170056086,0.5978456014362656,35142
Dongying,China,Asia,0.018170081621616433,0.017872201702912576,0.5493716337522442,31414
Belgrade,Serbia,Europe,0.018167496718479215,0.018661063491102404,0.17235188509874327,2553
Zunyi,China,Asia,0.018040836464755575,0.017792018441930648,0.526032315978456,29638
Zhanjiang,China,Asia,0.017854365952271852,0.017669851401002305,0.49730700179533216,27312
Bucaramanga,Colombia,South America,0.017780723711830707,0.017930364731825934,0.3375224416517056,15134
Copenhagen,Denmark,Europe,0.017631486804110735,0.017916845461078978,0.27289048473967686,10200
Shiyan,China,Asia,0.017526220748692995,0.017176987601539875,0.5816876122082586,33352
Taizhong,Taiwan,Asia,0.01737437143886626,0.017589448760373366,0.30700179533213645,12789
Bareilly,India,Asia,0.017343022613585116,0.017029975815587715,0.5673249551166967,32051
Pointe Noire,Republic of the Congo,Unknown,0.01730598150160818,0.016693310324795953,0.718132854578097,42981
Adelaide,Australia,Oceania,0.01730356159228823,0.017526843293608065,0.303411131059246,12497
Suweon,South Korea,Asia,0.017274660175296584,0.01748760175924927,0.3087971274685817,12877
Mianyang Sichuan,China,Asia,0.017225712009506722,0.017104537473115026,0.47217235188509876,25066
Samut Prakan,Thailand,Asia,0.017217379821734633,0.017309876822715797,0.3680430879712747,17275
Maceio,Brazil,South America,0.017212924988668363,0.017437089595525358,0.303411131059246,12474
San Diego,United States,North America,0.0171982955368705,0.017842859675125073,0.10233393177737882,-2855
Qom,Iran,Asia,0.01715286723918238,0.017181073547465422,0.4003590664272891,19626
Antalya,Turkey,Asia,0.017114368681819574,0.016990926238420048,0.47576301615798927,25160
Joinville,Brazil,South America,0.01682815940679663,0.01702605440439742,0.31956912028725315,13471
Tengzhou,China,Asia,0.016794803156738713,0.01632390242168805,0.6535008976660682,37863
Yingkou,China,Asia,0.016651396030562243,0.016330977415304104,0.5798922800718134,32390
Ad Dammam,Saudi Arabia,Asia,0.01657846876332927,0.016498720577898644,0.45960502692998206,23621
Suzhou,China,Asia,0.01649822677019735,0.015981587904985797,0.6822262118491922,39561
Tanger,Morocco,Africa,0.01646671295109894,0.01608428500224206,0.6140035906642729,34670
Freetown,Sierra Leone,Africa,0.01643126677935561,0.01594689849830244,0.6660682226211849,38391
Helsinki,Finland,Europe,0.016410670051166507,0.01673167434056672,0.26032315978456017,9024
Aligarh,India,Asia,0.016388890867286978,0.01603467777956207,0.599640933572711,33649
Moradabad,India,Asia,0.016112471225422007,0.01574320449605424,0.6122082585278277,34226
Pekan Baru,Indonesia,Asia,0.016073037703094675,0.01578749176229426,0.5691202872531419,31177
Maoming,China,Asia,0.016056483323428666,0.01580243700074677,0.5529622980251347,30030
Lilongwe,Malawi,Africa,0.01603354918282825,0.015046015977858453,0.9389587073608617,56780
Porto,Portugal,Europe,0.01592919059340549,0.016371507805089083,0.2028725314183124,4649
Prague,Czech Republic,Unknown,0.015891956988641747,0.016335502120523673,0.2028725314183124,4608
Astana,Kazakhstan,Asia,0.015786470941467647,0.015456365607589482,0.5960502692998204,32831
Jieyang,China,Asia,0.015694844374944162,0.015215020573423301,0.6768402154398564,38300
Fushun Liaoning,China,Asia,0.0155985154846285,0.015820672933904423,0.31418312387791747,12711
Mysore,India,Asia,0.015576103824449437,0.015373138454005304,0.533213644524237,28216
Ruian,China,Asia,0.0155299880525227,0.015196126501324615,0.6014362657091563,32994
Fes,Morocco,Africa,0.015489482070383118,0.015422334339847157,0.4631956912028725,23272
Port Elizabeth,South Africa,Africa,0.015470782771092612,0.01558382518250193,0.37163375224416517,16703
Florianopolis,Brazil,South America,0.015395545590417867,0.01554428200112849,0.3536804308797128,15409
Ahvaz,Iran,Asia,0.015381163629345902,0.015520506731883852,0.3590664272890485,15753
Bukavu,DR Congo,Africa,0.015356332059846888,0.014290993500219822,0.9982046678635549,59686
Kazan,Russia,Asia,0.015019827169526389,0.015472928770938695,0.20107719928186715,4348
Jinhua,China,Asia,0.015015234841612397,0.0145421283511338,0.6840215439856374,38124
Dallas,United States,North America,0.014998240478433674,0.01562679617085989,0.11131059245960503,-2048
San Luis Potosi,Mexico,North America,0.014907108893361994,0.014963995412332825,0.4057450628366248,18808
Baoji,China,Asia,0.014854805853287665,0.014628125172761474,0.55475763016158,29154
Durg Bhilainagar,India,Asia,0.014839461428281627,0.014764058286539653,0.47576301615798927,23639
Bhubaneswar,India,Asia,0.014827939360042331,0.014533929036826824,0.5906642728904847,31612
Kigali,Rwanda,Africa,0.014792135701694919,0.014257209034580377,0.7217235188509874,40401
Sofia,Bulgaria,Europe,0.014780806126242437,0.015369546112285522,0.13285457809694795,-574
Pingdingshan Henan,China,Asia,0.014731582970757131,0.014504833811142207,0.5565529622980252,29169
Dublin,Ireland,Europe,0.014698611706272836,0.014877532408955254,0.3429084380610413,14379
Puning,China,Asia,0.014649251055939807,0.014438444045465997,0.5493716337522442,28596
Chifeng,China,Asia,0.014560924365761705,0.014390564437506196,0.5296229802513466,27130
Zhuzhou,China,Asia,0.014497511741991247,0.014448288707125539,0.4649910233393178,22719
Zhenjiang Jiangsu,China,Asia,0.014446831141120064,0.014342684829546402,0.49551166965888693,24727
Liupanshui,China,Asia,0.014377451240958374,0.01379357757308194,0.755834829443447,42228
Barquisimeto,Venezuela,South America,0.014239956393234058,0.014439321564054034,0.3357271095152603,13680
Islamabad,Pakistan,Asia,0.0142102575061256,0.01384302026102668,0.6409335727109515,34345
Huaibei,China,Asia,0.014157019501086745,0.013947883732297158,0.55475763016158,28585
Tasikmalaya,Indonesia,Asia,0.013971896438110722,0.013331070432274435,0.7953321364452424,44346
Maracay,Venezuela,South America,0.01392869555695574,0.014130901202814728,0.3357271095152603,13608
Bogor,Indonesia,Asia,0.013917750967076887,0.01381554296023876,0.5008976660682227,24710
Da Nang,Vietnam,Asia,0.013837261483219069,0.013519078789761465,0.6193895870736087,32594
Nizhniy Novgorod,Russia,Asia,0.013756799498330797,0.01436089334024818,0.125673249551167,-1030
Nanyang Henan,China,Asia,0.013756744500391712,0.013628631500986772,0.5170556552962299,25671
Xiangtan Hunan,China,Asia,0.013731445448410432,0.013608969600123557,0.5134649910233393,25468
Pizhou,China,Asia,0.013670865218503098,0.013152742201711688,0.7342908438061041,39902
Tiruchirappalli,India,Asia,0.013610394984473948,0.01355544096625327,0.4775583482944345,23018
Chelyabinsk,Russia,Asia,0.013580283612822323,0.014075535264400741,0.18312387791741475,2957
Mendoza,Argentina,South America,0.013537275224454155,0.013677937076652127,0.3734290843806104,15892
Luohe,China,Asia,0.013505183926995293,0.01289661646382825,0.7881508078994615,43217
Chandigarh,India,Asia,0.01346522792424661,0.013358410620782978,0.5080789946140036,24924
Merida,Mexico,North America,0.013463990470617093,0.013518228693629303,0.42010771992818674,19051
Jinzhou,China,Asia,0.0134288742865083,0.013374891516764558,0.4793536804308797,23001
Benxi,China,Asia,0.013406132638694699,0.013415367061637786,0.44524236983842014,20698
Binzhou,China,Asia,0.01329707172547977,0.012959331620417052,0.6391382405745063,33362
Aba,Nigeria,Africa,0.013209707499235734,0.012646194596767048,0.7684021543985639,41604
Chiang Mai,Thailand,Asia,0.013164774182999429,0.013319278776247678,0.3680430879712747,15425
Bazhong,China,Asia,0.01307727246190767,0.012294803247169788,0.8976660682226213,49602
Quetta,Pakistan,Asia,0.012964636682651912,0.012688562291095735,0.6104129263913824,31147
Kaduna,Nigeria,Africa,0.012963426727991934,0.01260766604626103,0.6552962298025135,34053
Guilin,China,Asia,0.012870370215052118,0.012866616297099714,0.45780969479353684,21226
Saharanpur,India,Asia,0.012589578237029515,0.012176886686902245,0.6947935368043089,36167
Hubli Dharwad,India,Asia,0.012522810738974582,0.012437537130005259,0.5080789946140036,24234
Yueqing,China,Asia,0.012412044889647877,0.012126840704928237,0.6247755834829444,31536
Guwahati,India,Asia,0.012358559393883115,0.012304154304623557,0.49371633752244165,23125
Mexicali,Mexico,North America,0.012290554442198665,0.012363030317389698,0.42190305206463197,18505
Salem,India,Asia,0.012229369234961342,0.012129281303501212,0.5206463195691203,24804
Maputo,Mozambique,Africa,0.012188010784765866,0.011932936519427822,0.6104129263913824,30460
Tripoli,Libya,Africa,0.012165544126647717,0.012495069442433466,0.2782764811490126,9144
Haifa,Israel,Asia,0.01200162276919078,0.012252024216002955,0.3249551166965889,12046
Bandar Lampung,Indonesia,Asia,0.011994968018560929,0.011917826746240052,0.5098743267504489,23991
Amsterdam,Netherlands,Europe,0.011873532569050809,0.012240945543828981,0.2585278276481149,7792
Shimkent,Kazakhstan,Asia,0.01185161589032355,0.011721235160063782,0.5439856373429084,25947
Omsk,Russia,Asia,0.01184218374376966,0.01242522444731686,0.13824057450628366,-68
Aguascalientes,Mexico,North America,0.011804345161675927,0.011896053316274375,0.4165170556552963,17853
Hargeysa,Somalia,Africa,0.011730537927417514,0.010956834202515496,0.926391382405745,49419
Krasnoyarsk,Russia,Asia,0.011633686556680508,0.012042598920476637,0.236983842010772,6303
Xinxiang,China,Asia,0.011296686684908203,0.011324322533712069,0.45780969479353684,20241
Siliguri,India,Asia,0.011256290698646799,0.010930810291889009,0.6678635547576302,33122
Wenling,China,Asia,0.011253210814057769,0.011070993886327998,0.5834829443447038,27898
Samara,Russia,Asia,0.011120995768486065,0.011739306558486175,0.12028725314183125,-1281
Zaozhuang,China,Asia,0.011022219469880915,0.011133188016255156,0.4129263913824058,17230
Cologne,Germany,Europe,0.01097148387107064,0.011409770906222225,0.22262118491921007,5299
Yongin,South Korea,Asia,0.01094269244995717,0.0111891846711543,0.3339317773788151,12296
Ufa,Russia,Asia,0.010910216166924686,0.011439496848391992,0.17055655296229805,1987
Fuyang,China,Asia,0.01089803412341631,0.010778478549496876,0.5511669658886895,25649
Ikorodu,Nigeria,Africa,0.01086726277649561,0.010027487172872041,0.9928186714542191,51916
Bien Hoa,Vietnam,Asia,0.010806022571319195,0.010507818909999064,0.6606822262118492,32173
Jalandhar,India,Asia,0.010797360395912562,0.010727253401920187,0.5224416517055656,23856
Panjin,China,Asia,0.010793510540176281,0.010777957522835228,0.4901256732495512,21867
Ma'anshan,China,Asia,0.010730867887553081,0.010558714988105237,0.585278276481149,27584
Cuernavaca,Mexico,North America,0.010728255485446325,0.010864831863050942,0.4003590664272891,16326
Rostov on Don,Russia,Asia,0.010713736029526636,0.011276470348208154,0.1526032315978456,787
Chihuahua,Mexico,North America,0.010595517959453266,0.010657847166097599,0.44703770197486536,19047
Fuzhou Jiangxi,China,Asia,0.010495861693822679,0.010218429733137822,0.6535008976660682,31447
Shangrao,China,Asia,0.010473010050130897,0.010395715910377273,0.5314183123877918,24151
Samarinda,Indonesia,Asia,0.010398460343694772,0.010219883123299262,0.5942549371633752,27852
Bishkek,Kyrgyzstan,Asia,0.010385948312551858,0.010341035533360188,0.5134649910233393,22979
Zhaoqing,China,Asia,0.010382648436206475,0.010298804951310882,0.5368043087971275,24399
San Salvador,El Salvador,North America,0.010266465289879425,0.010651183509319689,0.2585278276481149,7324
Yichun Jiangxi,China,Asia,0.010229754165537033,0.009624980365521594,0.8617594254937164,43411
Chenzhou,China,Asia,0.01016788148406109,0.009798811313320645,0.7163375224416517,34822
Sekondi Takoradi,Ghana,Africa,0.01016081424888806,0.009605757223952398,0.8330341113105926,41605
Leshan,China,Asia,0.010077299878380307,0.009865722105658503,0.6193895870736087,29088
Aden,Yemen,Asia,0.010068940191638669,0.009653499719632811,0.7468581687612208,36523
Goyang,South Korea,Asia,0.010010807370020827,0.010355871081989196,0.2836624775583483,8796
Diyarbakir,Turkey,Asia,0.00999029313874036,0.010127003265246667,0.40754039497307004,16396
Asmara,Eritrea,Africa,0.009946707272011749,0.009461432838676107,0.7935368043087973,39082
Dezhou,China,Asia,0.009853430767315572,0.009681196400067746,0.599640933572711,27676
Jingzhou Hubei,China,Asia,0.009845483565117108,0.009933647528863783,0.4398563734290844,18181
Managua,Nicaragua,North America,0.009819387043019032,0.010060448964835201,0.3464991023339318,12608
Johor Bahru,Malaysia,Asia,0.009816169663582282,0.009832952270886479,0.4829443447037702,20787
Kermanshah,Iran,Asia,0.009667950217735467,0.009789323143587492,0.42190305206463197,16988
Nyala,Sudan,Africa,0.009659783023780642,0.009030516367037947,0.8940754039497308,44362
Oslo,Norway,Europe,0.009647518483363635,0.009826864485681968,0.3859964093357271,14876
Kirkuk,Iraq,Asia,0.00963437397592119,0.009522255845809454,0.5655296229802513,25506
